engineNumber,cycleNumber,sensor2,sensor3,sensor4,sensor7,sensor8,sensor9,sensor11,sensor12,sensor13,sensor14,sensor15,sensor17,sensor20,sensor21,RUL
1,16,606.15,1473.82,1246.43,333.02,2323.69,8716.98,43.84,312.96,2387.86,8050.95,9.1945,361,24.54,14.6804,305
1,17,603.8,1484.62,1293.36,392.76,2318.69,8764.12,44.94,369.56,2387.87,8122.63,8.6511,368,28.45,17.1975,304
1,18,549.42,1344.69,1113.86,137.42,2211.94,8309.02,41.7,130.18,2387.98,8079.03,9.347,329,10.62,6.3735,303
1,19,606.65,1472.33,1237.74,332.99,2323.67,8710.08,43.98,312.78,2387.8,8052.35,9.2416,363,24.14,14.6014,302
1,20,606.46,1477.29,1235.14,333.53,2323.67,8713.63,43.98,313.34,2387.78,8053.73,9.1905,363,24.37,14.6054,301
1,21,641.66,1576.93,1397.94,550.98,2387.3,9033.57,47.14,519.21,2387.29,8122.18,8.3994,390,38.89,23.2625,300
1,22,607.15,1472.73,1234.59,332.19,2323.69,8702.43,43.9,313.51,2387.78,8049.68,9.1926,363,24.45,14.7575,299
1,23,641.9,1578.1,1391.32,552.64,2387.93,9042.88,47.05,520.64,2387.93,8134.19,8.3989,390,38.96,23.4185,298
1,24,536.08,1251.93,1032.85,174.89,1915.26,7998.69,36.44,163.3,2028.14,7867.52,10.8864,303,14.28,8.5392,297
1,25,549.12,1342.18,1115.02,138.85,2211.87,8305.97,41.7,130.08,2387.96,8071.47,9.3253,329,10.46,6.3247,296
1,26,606.21,1477.25,1241.63,332.88,2323.73,8707.52,43.72,313.13,2387.83,8057.07,9.2044,363,24.4,14.6063,295
1,27,604.01,1497.04,1291.49,393.03,2318.72,8768.73,45.07,370.5,2387.87,8120.34,8.6394,367,28.53,17.1367,294
1,28,642.56,1577.33,1399.05,551.12,2387.34,9036.65,47.17,518.59,2387.38,8118.02,8.4248,390,38.73,23.368,293
1,29,535.93,1248.42,1040.8,174.78,1915.24,8006.98,36.51,163.47,2028.09,7865.17,10.8665,305,14.4,8.5413,292
1,30,606.61,1472.52,1237.99,332.5,2323.65,8706.74,43.89,312.89,2387.82,8053.22,9.2144,362,24.45,14.7164,291
1,31,607.0,1482.67,1234.68,332.74,2323.71,8709.24,43.84,313.08,2387.82,8056.11,9.2291,361,24.44,14.7276,290
1,32,554.87,1349.83,1117.86,193.77,2222.81,8346.2,41.33,182.53,2387.92,8062.45,9.3194,331,15.12,8.9317,289
1,33,549.57,1343.12,1109.7,137.2,2211.87,8312.4,41.71,129.98,2387.99,8077.69,9.3268,328,10.54,6.2726,288
1,34,554.64,1351.01,1122.88,193.26,2222.77,8335.33,41.37,182.43,2387.87,8058.22,9.3291,333,14.89,8.9402,287
1,35,604.18,1491.92,1296.02,393.79,2318.73,8769.63,44.93,370.54,2387.9,8122.59,8.5963,367,28.41,17.2067,286
1,36,548.75,1339.51,1111.43,137.71,2211.84,8298.92,41.66,129.9,2387.98,8071.54,9.3344,329,10.58,6.3067,285
1,37,555.46,1356.76,1115.28,193.14,2222.77,8334.09,41.36,181.89,2387.88,8053.58,9.2801,332,14.94,8.8709,284
1,38,642.27,1585.87,1402.1,550.31,2387.02,9033.85,47.43,519.09,2386.98,8121.13,8.4459,390,38.91,23.3368,283
1,39,554.81,1362.68,1119.13,193.13,2222.82,8340.85,41.51,182.26,2387.85,8056.89,9.3385,332,14.92,8.8711,282
1,40,554.91,1357.95,1110.61,194.22,2222.76,8339.62,41.49,182.03,2387.9,8055.65,9.3394,332,14.94,8.9129,281
1,41,536.55,1254.48,1036.99,174.52,1915.22,8001.9,36.38,164.3,2028.14,7860.14,10.887,305,14.46,8.6234,280
1,42,536.24,1259.81,1035.5,174.66,1915.33,7998.72,36.54,164.33,2028.18,7866.13,10.8625,304,14.27,8.5059,279
1,43,536.31,1256.04,1028.79,174.24,1915.24,7994.03,36.42,163.84,2028.18,7865.94,10.8548,305,14.4,8.6184,278
1,44,535.85,1249.41,1039.1,174.54,1915.21,7998.64,36.34,163.18,2028.1,7865.35,10.8857,306,14.27,8.5751,277
1,45,536.41,1254.16,1042.28,174.49,1915.21,8005.92,36.29,163.69,2028.14,7865.77,10.8586,306,14.22,8.5964,276
1,46,642.87,1577.07,1404.99,551.15,2387.43,9036.5,47.14,519.26,2387.45,8120.96,8.4421,389,38.95,23.1802,275
1,47,536.94,1247.37,1041.73,175.31,1915.24,7997.19,36.34,163.19,2028.11,7869.03,10.8667,306,14.24,8.597,274
1,48,549.29,1342.44,1111.0,137.82,2211.91,8305.73,41.66,130.15,2387.97,8070.59,9.3477,329,10.51,6.3725,273
1,49,606.71,1475.87,1236.21,332.64,2323.7,8710.23,43.8,313.01,2387.83,8049.07,9.2157,364,24.49,14.7379,272
1,50,555.12,1353.0,1114.88,193.54,2222.85,8335.41,41.43,181.64,2387.84,8064.05,9.2936,330,14.84,8.9859,271
1,51,604.11,1498.59,1303.71,393.47,2318.65,8773.48,45.03,371.04,2387.84,8124.64,8.5976,367,28.47,17.1766,270
1,52,549.39,1343.81,1111.75,138.19,2211.92,8300.69,41.51,129.56,2387.9,8075.56,9.341,327,10.6,6.3849,269
1,53,606.82,1476.15,1235.37,333.71,2323.7,8713.12,43.87,313.12,2387.87,8055.66,9.2046,363,24.37,14.6761,268
1,54,548.85,1345.46,1108.95,138.18,2211.88,8311.53,41.8,129.83,2387.99,8075.98,9.355,329,10.61,6.3754,267
1,55,549.35,1345.15,1115.92,137.86,2211.94,8308.57,41.56,130.44,2387.99,8073.78,9.3823,329,10.63,6.3652,266
1,56,605.96,1478.09,1241.52,333.13,2323.69,8713.43,44.08,313.51,2387.8,8052.98,9.189,362,24.42,14.5716,265
1,57,642.24,1572.87,1401.95,551.39,2387.33,9034.22,47.08,518.82,2387.35,8121.79,8.4091,391,38.76,23.2879,264
1,58,549.06,1341.57,1106.69,138.78,2211.87,8305.27,41.75,130.18,2387.96,8076.8,9.3639,327,10.54,6.275,263
1,59,536.57,1251.72,1035.54,174.73,1915.23,8003.35,36.48,163.88,2028.13,7868.12,10.8975,305,14.34,8.5356,262
1,60,606.79,1476.45,1236.52,333.23,2323.68,8711.42,44.15,313.04,2387.8,8056.63,9.2197,362,24.26,14.7787,261
1,61,555.26,1358.23,1112.98,194.11,2222.82,8338.06,41.44,182.03,2387.88,8060.79,9.2936,333,14.68,9.0174,260
1,62,549.01,1344.57,1111.48,137.91,2211.9,8312.01,41.7,129.38,2387.95,8078.08,9.3956,329,10.59,6.3125,259
1,63,642.41,1574.98,1388.29,550.74,2387.57,9037.5,46.95,519.63,2387.56,8120.54,8.4093,390,38.83,23.3222,258
1,64,603.91,1492.47,1295.89,392.92,2318.69,8768.53,45.03,370.33,2387.88,8116.15,8.6115,370,28.66,17.2008,257
1,65,641.68,1576.52,1391.43,552.7,2387.96,9047.17,46.91,521.18,2387.92,8126.44,8.3885,389,39.06,23.4061,256
1,66,549.25,1338.23,1115.55,137.76,2211.91,8309.32,41.64,129.91,2388.0,8070.94,9.3859,327,10.65,6.303,255
1,67,555.43,1351.45,1109.9,193.43,2222.81,8339.26,41.55,182.41,2387.89,8062.45,9.3215,333,14.9,9.0315,254
1,68,641.78,1581.16,1390.67,552.27,2387.91,9044.67,46.91,520.44,2387.95,8130.78,8.4128,392,39.14,23.4225,253
1,69,641.46,1579.82,1390.55,553.15,2387.96,9053.86,47.14,520.54,2387.93,8129.57,8.4031,391,39.06,23.3688,252
1,70,548.58,1344.66,1117.54,137.96,2211.94,8311.46,41.72,130.09,2388.03,8078.86,9.3526,329,10.57,6.3225,251
1,71,603.79,1491.5,1300.18,393.13,2318.68,8762.49,44.93,370.13,2387.85,8123.16,8.6166,367,28.65,17.2694,250
1,72,548.97,1351.21,1112.23,138.63,2211.95,8308.92,41.76,129.71,2387.99,8078.28,9.3343,328,10.68,6.431,249
1,73,554.68,1354.64,1124.58,193.48,2222.83,8334.68,41.52,182.67,2387.85,8058.77,9.3464,331,14.88,8.9067,248
1,74,606.46,1481.83,1239.0,332.58,2323.72,8709.37,44.19,312.94,2387.8,8053.3,9.2153,363,24.38,14.725,247
1,75,604.12,1497.28,1290.6,394.29,2318.67,8772.98,44.66,370.84,2387.85,8120.32,8.6157,367,28.58,17.2542,246
1,76,606.66,1474.37,1230.09,332.67,2323.7,8724.32,43.85,312.88,2387.89,8053.53,9.1911,363,24.48,14.7474,245
1,77,548.65,1341.13,1109.07,138.25,2211.9,8301.9,41.76,129.83,2387.96,8072.08,9.3752,330,10.5,6.3132,244
1,78,549.59,1339.95,1115.48,138.12,2211.94,8310.39,41.64,129.83,2387.92,8075.21,9.3775,328,10.36,6.3782,243
1,79,549.69,1346.74,1108.7,138.93,2211.9,8302.15,41.53,129.94,2387.97,8069.63,9.3518,330,10.57,6.3827,242
1,80,604.09,1488.22,1293.47,393.64,2318.67,8772.66,45.03,369.94,2387.78,8119.38,8.6532,367,28.52,17.1861,241
1,81,606.94,1473.75,1233.96,332.48,2323.7,8713.87,43.87,313.92,2387.85,8054.25,9.18,364,24.42,14.6309,240
1,82,555.3,1360.17,1118.89,193.52,2222.84,8337.16,41.62,182.14,2387.87,8061.6,9.3146,330,14.67,8.9893,239
1,83,536.28,1257.13,1042.0,174.94,1915.19,7998.88,36.42,163.75,2028.11,7871.52,10.8468,305,14.25,8.5233,238
1,84,606.79,1469.57,1238.58,332.53,2323.7,8702.15,43.94,313.84,2387.83,8055.89,9.1847,364,24.43,14.7178,237
1,85,549.1,1350.3,1109.72,137.88,2211.86,8306.62,41.71,130.58,2387.93,8077.56,9.3514,329,10.59,6.4113,236
1,86,642.36,1578.24,1386.45,552.46,2387.88,9047.93,47.03,520.7,2387.93,8136.59,8.3964,390,38.98,23.3123,235
1,87,555.32,1352.58,1120.51,193.76,2222.79,8333.99,41.51,182.26,2387.86,8065.45,9.3221,331,14.79,8.9154,234
1,88,549.67,1341.56,1115.3,137.32,2211.96,8306.42,41.48,130.09,2387.99,8070.55,9.357,329,10.67,6.3949,233
1,89,606.67,1483.0,1246.45,333.57,2323.78,8711.38,44.01,313.33,2387.85,8053.25,9.1871,364,24.63,14.7623,232
1,90,642.07,1576.06,1384.53,552.98,2387.94,9048.04,47.19,520.69,2387.94,8131.56,8.4011,391,38.95,23.4175,231
1,91,604.5,1495.21,1297.27,394.31,2318.68,8770.68,45.18,370.4,2387.93,8125.2,8.6104,366,28.62,16.9787,230
1,92,536.56,1249.6,1040.22,174.66,1915.25,8002.67,36.26,163.55,2028.15,7863.43,10.8294,305,14.33,8.6429,229
1,93,606.58,1473.21,1232.98,332.83,2323.65,8705.95,43.89,312.7,2387.82,8045.65,9.1983,363,24.33,14.6484,228
1,94,604.23,1492.53,1295.91,393.14,2318.68,8770.96,44.96,370.77,2387.92,8127.89,8.6593,368,28.64,17.12,227
1,95,536.4,1249.04,1037.81,174.46,1915.25,8001.66,36.29,163.76,2028.13,7863.31,10.8898,305,14.41,8.6036,226
1,96,549.52,1343.06,1106.93,137.55,2211.88,8301.31,41.71,129.93,2387.96,8078.97,9.3636,328,10.62,6.3795,225
1,97,603.39,1489.59,1295.78,393.26,2318.66,8769.86,44.92,371.2,2387.89,8122.65,8.5626,368,28.85,17.3044,224
1,98,604.08,1495.81,1303.74,393.61,2318.65,8755.21,44.94,370.9,2387.86,8129.98,8.6377,369,28.55,17.1995,223
1,99,549.42,1346.47,1111.37,137.6,2211.91,8304.08,41.49,129.92,2388.06,8077.4,9.3458,329,10.71,6.2607,222
1,100,555.41,1362.76,1117.42,193.17,2222.83,8331.29,41.46,181.85,2387.9,8060.14,9.2897,329,14.87,8.7767,221
1,101,555.07,1362.99,1114.79,193.55,2222.82,8337.79,41.57,182.2,2387.87,8060.78,9.3314,332,14.9,8.8073,220
1,102,549.11,1341.25,1120.01,137.28,2211.97,8308.05,41.59,130.18,2387.99,8072.76,9.3433,328,10.64,6.3786,219
1,103,549.43,1342.37,1106.16,137.59,2211.95,8306.71,41.76,129.89,2387.93,8077.55,9.3543,329,10.66,6.3912,218
1,104,555.07,1357.29,1116.25,193.25,2222.74,8336.32,41.36,181.87,2387.9,8057.34,9.3066,332,14.93,8.9207,217
1,105,604.1,1491.99,1294.57,393.35,2318.66,8770.75,45.13,371.33,2387.88,8128.88,8.6488,367,28.58,17.1735,216
1,106,606.55,1472.69,1239.82,333.21,2323.76,8708.7,43.94,312.87,2387.76,8052.77,9.1821,363,24.52,14.8167,215
1,107,536.2,1258.8,1035.5,174.56,1915.23,7997.07,36.46,163.35,2028.12,7861.63,10.8509,305,14.24,8.6356,214
1,108,555.29,1357.87,1116.32,193.13,2222.78,8336.04,41.52,181.96,2387.85,8053.06,9.3357,330,14.81,8.8585,213
1,109,604.47,1488.78,1294.97,394.06,2318.66,8775.38,45.03,370.39,2387.88,8125.0,8.6277,369,28.69,17.2045,212
1,110,535.85,1255.17,1044.68,174.52,1915.25,7996.99,36.29,163.26,2028.09,7866.06,10.8578,305,14.4,8.648,211
1,111,548.9,1341.72,1113.93,138.03,2211.96,8304.43,41.8,129.94,2387.96,8073.52,9.3582,329,10.65,6.3072,210
1,112,604.16,1499.19,1306.32,393.13,2318.67,8766.1,44.96,370.93,2387.84,8127.97,8.5877,367,28.61,17.1082,209
1,113,641.49,1575.19,1392.92,552.99,2387.93,9055.13,47.06,520.68,2387.93,8133.53,8.3761,390,38.85,23.4599,208
1,114,604.28,1493.73,1295.14,393.2,2318.64,8769.27,45.0,369.99,2387.87,8122.62,8.6053,368,28.6,17.1584,207
1,115,606.82,1469.53,1242.63,333.05,2323.7,8714.44,44.13,313.16,2387.83,8046.64,9.1981,363,24.48,14.6315,206
1,116,641.93,1583.95,1388.23,552.97,2387.91,9043.85,47.04,521.24,2387.97,8130.29,8.4251,391,39.09,23.3701,205
1,117,641.77,1575.34,1390.32,552.83,2387.91,9050.92,47.23,520.74,2387.93,8134.24,8.3838,390,39.25,23.266,204
1,118,604.02,1494.48,1294.74,393.56,2318.74,8770.31,45.03,370.35,2387.9,8120.94,8.6331,366,28.52,17.175,203
1,119,555.09,1355.91,1107.89,193.57,2222.84,8341.52,41.7,182.25,2387.89,8066.34,9.3298,330,14.85,8.9715,202
1,120,606.8,1476.48,1232.01,332.71,2323.69,8705.71,43.93,312.9,2387.8,8053.88,9.1887,363,24.48,14.6712,201
1,121,555.1,1348.61,1113.96,192.81,2222.77,8334.48,41.52,182.13,2387.93,8058.81,9.2515,332,14.82,8.9027,200
1,122,536.51,1253.07,1039.95,174.91,1915.23,8000.97,36.56,163.6,2028.13,7867.57,10.8872,304,14.41,8.4764,199
1,123,604.48,1492.19,1298.37,393.49,2318.62,8770.28,44.99,370.1,2387.88,8124.3,8.6271,368,28.53,17.213,198
1,124,536.49,1254.73,1037.71,175.31,1915.21,7997.47,36.43,164.32,2028.2,7867.5,10.8785,307,14.32,8.6125,197
1,125,555.0,1355.13,1119.97,193.46,2222.86,8348.55,41.47,182.6,2387.91,8057.91,9.26,332,15.01,9.0094,196
1,126,549.01,1338.46,1116.7,138.31,2211.96,8308.08,41.69,129.81,2387.95,8078.86,9.332,329,10.64,6.3884,195
1,127,641.05,1584.41,1397.47,553.35,2387.92,9055.1,46.89,520.65,2387.99,8132.99,8.3889,391,39.19,23.4251,194
1,128,604.17,1495.57,1298.72,393.9,2318.69,8768.8,45.24,371.27,2387.87,8128.9,8.6257,368,28.71,17.1948,193
1,129,549.45,1348.04,1112.28,137.8,2211.92,8305.42,41.96,129.61,2388.05,8078.47,9.3965,329,10.73,6.3038,192
1,130,548.71,1343.67,1117.47,137.95,2211.94,8309.5,41.69,130.02,2387.97,8074.0,9.3443,329,10.61,6.3981,191
1,131,549.35,1350.99,1112.52,138.12,2211.97,8311.85,41.67,129.86,2387.99,8077.29,9.3491,329,10.61,6.3431,190
1,132,555.31,1357.06,1120.11,193.65,2222.84,8338.68,41.67,182.37,2387.87,8057.95,9.3349,333,14.92,8.8728,189
1,133,607.09,1476.7,1240.86,331.56,2323.75,8712.36,43.88,313.01,2387.83,8053.92,9.192,363,24.44,14.6642,188
1,134,548.9,1351.53,1112.92,136.97,2211.98,8315.98,41.72,129.89,2388.02,8075.05,9.3352,329,10.69,6.3409,187
1,135,555.39,1359.11,1120.1,193.26,2222.8,8328.0,41.56,181.56,2387.84,8058.46,9.2991,332,14.92,8.9136,186
1,136,606.8,1478.85,1233.36,333.0,2323.72,8713.36,43.72,313.44,2387.85,8056.84,9.1891,362,24.41,14.6817,185
1,137,549.5,1343.94,1114.96,138.13,2211.94,8312.78,41.74,130.31,2388.0,8076.73,9.3641,328,10.72,6.3056,184
1,138,536.25,1251.0,1043.17,175.33,1915.26,8004.93,36.63,164.05,2028.2,7867.03,10.8374,305,14.31,8.6016,183
1,139,555.09,1363.95,1121.71,193.99,2222.85,8336.49,41.57,182.47,2387.96,8058.34,9.3339,331,14.73,8.9369,182
1,140,641.74,1588.39,1391.63,553.22,2387.94,9033.82,46.84,520.84,2387.91,8129.47,8.4,391,38.95,23.3584,181
1,141,549.31,1344.07,1116.46,137.12,2211.92,8307.26,41.83,130.19,2387.99,8076.06,9.3162,328,10.37,6.3481,180
1,142,536.23,1252.4,1036.42,175.28,1915.21,8000.21,36.44,164.07,2028.15,7866.6,10.9039,307,14.29,8.6001,179
1,143,603.81,1502.31,1297.29,394.37,2318.7,8770.92,44.79,370.68,2387.96,8118.86,8.6105,368,28.68,17.1218,178
1,144,549.3,1350.14,1112.09,138.4,2211.91,8312.42,41.55,129.67,2387.98,8078.77,9.3515,329,10.43,6.3703,177
1,145,604.5,1490.23,1302.75,393.97,2318.73,8770.42,45.04,370.46,2387.91,8126.56,8.616,368,28.6,17.2085,176
1,146,536.58,1252.87,1035.3,175.34,1915.27,8003.85,36.48,163.91,2028.19,7871.35,10.8937,307,14.17,8.5926,175
1,147,606.66,1474.26,1239.48,333.69,2323.76,8714.07,44.14,313.76,2387.89,8057.27,9.1998,362,24.46,14.7882,174
1,148,604.01,1490.88,1296.98,392.97,2318.69,8774.49,44.95,370.73,2387.89,8124.34,8.6264,367,28.71,17.0772,173
1,149,604.59,1490.68,1293.14,394.42,2318.73,8774.8,45.05,370.91,2387.87,8121.02,8.6314,367,28.56,17.1495,172
1,150,536.22,1263.68,1039.63,174.47,1915.32,8002.83,36.5,164.21,2028.17,7873.88,10.8966,305,14.36,8.6399,171
1,151,554.99,1357.65,1110.2,194.29,2222.83,8346.02,41.44,182.77,2387.9,8058.08,9.3359,332,15.09,8.8182,170
1,152,549.35,1350.77,1113.48,137.85,2211.97,8308.64,41.49,129.75,2388.0,8077.58,9.3416,328,10.6,6.3124,169
1,153,536.43,1262.22,1040.0,175.07,1915.25,8000.68,36.39,163.69,2028.18,7866.92,10.864,306,14.42,8.5167,168
1,154,536.45,1250.45,1040.74,175.35,1915.28,7995.06,36.63,164.21,2028.17,7861.01,10.8484,306,14.35,8.5502,167
1,155,548.73,1343.72,1114.71,138.11,2211.93,8312.54,41.81,130.06,2388.0,8074.41,9.3734,329,10.6,6.3018,166
1,156,606.94,1474.86,1243.24,332.68,2323.75,8710.73,44.0,313.35,2387.81,8056.0,9.2035,363,24.42,14.7066,165
1,157,549.78,1346.07,1119.2,138.17,2211.92,8304.9,41.76,129.44,2388.03,8076.59,9.3962,329,10.77,6.356,164
1,158,555.0,1359.18,1114.79,194.13,2222.81,8343.72,41.5,181.95,2387.94,8062.27,9.2753,331,14.88,8.8772,163
1,159,536.91,1259.86,1042.78,175.17,1915.32,8007.18,36.58,163.87,2028.16,7870.52,10.8658,306,14.24,8.7162,162
1,160,642.06,1580.22,1393.23,553.3,2387.93,9053.32,47.13,521.49,2387.98,8129.08,8.3918,392,39.2,23.5729,161
1,161,605.07,1490.21,1293.03,394.12,2318.74,8767.6,44.92,370.96,2387.93,8122.01,8.5922,367,28.72,17.2416,160
1,162,604.12,1487.6,1292.9,393.62,2318.69,8781.86,45.12,371.31,2387.89,8125.52,8.639,367,28.72,17.1643,159
1,163,536.67,1259.0,1038.79,175.69,1915.28,7994.82,36.44,164.37,2028.15,7868.34,10.8356,306,14.48,8.5893,158
1,164,642.03,1582.24,1381.65,552.92,2388.01,9046.81,46.98,520.35,2387.98,8126.93,8.3579,390,38.83,23.3056,157
1,165,603.78,1492.54,1293.43,393.5,2318.72,8774.84,44.99,370.52,2387.87,8122.79,8.6036,368,28.58,17.1826,156
1,166,604.4,1493.57,1293.53,394.25,2318.7,8761.31,45.11,371.01,2387.88,8129.35,8.624,368,28.74,17.1553,155
1,167,607.12,1467.56,1241.36,333.87,2323.76,8713.3,44.03,314.03,2387.88,8056.28,9.1756,361,24.51,14.7196,154
1,168,554.56,1359.24,1122.2,194.26,2222.83,8343.54,41.64,182.5,2387.95,8062.85,9.3146,332,14.86,9.0275,153
1,169,641.65,1586.1,1398.57,554.23,2387.99,9048.46,46.96,521.59,2388.0,8137.36,8.4005,390,39.08,23.3397,152
1,170,641.85,1584.59,1390.28,553.44,2387.99,9054.14,47.1,520.78,2387.96,8127.85,8.4065,388,39.0,23.4781,151
1,171,604.45,1495.4,1299.94,393.7,2318.7,8776.96,44.95,371.0,2387.92,8129.09,8.5932,367,28.56,17.2238,150
1,172,536.51,1251.39,1033.99,176.1,1915.26,8000.96,36.45,164.34,2028.19,7868.69,10.8836,306,14.26,8.5927,149
1,173,549.31,1353.58,1115.23,137.63,2211.94,8320.86,41.63,130.12,2388.05,8073.84,9.3402,328,10.74,6.4018,148
1,174,604.29,1491.66,1299.51,394.58,2318.73,8772.53,45.05,371.58,2387.98,8125.7,8.6529,369,28.55,17.268,147
1,175,606.63,1476.13,1235.63,333.34,2323.75,8717.64,43.96,314.41,2387.92,8056.96,9.1933,363,24.51,14.7172,146
1,176,642.42,1583.99,1390.07,553.95,2388.01,9046.63,47.03,520.47,2387.96,8133.57,8.3899,390,39.16,23.2878,145
1,177,606.63,1472.26,1237.47,333.76,2323.77,8709.96,43.88,314.35,2387.86,8057.58,9.1902,363,24.53,14.6337,144
1,178,554.86,1361.43,1118.14,193.92,2222.91,8341.49,41.69,182.6,2387.99,8065.5,9.2727,332,14.82,8.9495,143
1,179,549.11,1347.88,1123.64,138.42,2211.96,8316.48,41.81,130.04,2388.03,8080.95,9.329,328,10.44,6.4344,142
1,180,555.76,1364.07,1111.2,193.45,2222.88,8339.09,41.49,182.27,2387.92,8067.05,9.2474,330,14.88,8.8841,141
1,181,641.86,1580.64,1395.85,553.53,2387.94,9048.86,47.16,522.95,2387.98,8139.7,8.3796,391,39.06,23.4657,140
1,182,536.3,1256.6,1038.41,175.1,1915.3,8008.44,36.46,164.87,2028.2,7869.19,10.812,304,14.2,8.5322,139
1,183,536.64,1249.78,1043.19,175.08,1915.35,8004.19,36.38,164.41,2028.21,7867.8,10.8596,304,14.29,8.6816,138
1,184,549.03,1341.25,1116.05,138.26,2212.01,8314.56,41.76,130.02,2388.07,8082.33,9.363,328,10.54,6.3293,137
1,185,604.7,1487.83,1304.36,394.18,2318.7,8770.5,44.95,371.75,2387.98,8129.38,8.5802,368,28.65,17.1736,136
1,186,604.08,1496.45,1293.11,394.45,2318.73,8772.64,45.2,371.3,2387.96,8126.3,8.6196,367,28.62,17.2196,135
1,187,555.08,1362.79,1118.91,194.23,2222.82,8337.56,41.68,182.94,2387.9,8066.0,9.2755,335,14.91,8.7422,134
1,188,606.56,1477.88,1237.33,334.29,2323.83,8723.68,44.17,314.56,2387.91,8058.16,9.1698,363,24.49,14.8204,133
1,189,548.76,1345.76,1114.27,138.82,2212.0,8311.74,41.67,130.6,2388.03,8083.82,9.3653,329,10.51,6.3467,132
1,190,604.66,1490.27,1289.4,394.2,2318.7,8770.12,45.0,371.31,2387.95,8129.69,8.6015,369,28.78,17.153,131
1,191,548.92,1346.81,1113.44,138.57,2211.97,8307.98,41.71,130.21,2388.02,8079.14,9.2945,328,10.75,6.2907,130
1,192,604.41,1491.72,1301.44,395.29,2318.82,8777.13,45.33,371.74,2387.99,8129.48,8.5787,369,28.69,17.0844,129
1,193,536.6,1258.63,1044.83,175.2,1915.26,7995.78,36.39,165.06,2028.21,7873.02,10.8566,306,14.34,8.5716,128
1,194,604.14,1498.7,1309.3,395.34,2318.77,8766.13,45.11,371.37,2387.95,8128.62,8.6049,368,28.89,17.2704,127
1,195,548.81,1343.82,1111.8,137.93,2211.94,8314.94,41.96,130.49,2388.07,8081.77,9.3235,330,10.63,6.3835,126
1,196,642.12,1581.08,1394.64,554.73,2388.03,9052.72,47.22,522.57,2388.03,8139.81,8.402,391,38.96,23.3917,125
1,197,607.41,1481.08,1244.59,333.46,2323.8,8718.24,43.96,314.15,2387.94,8061.13,9.194,363,24.42,14.6526,124
1,198,536.93,1257.64,1036.17,174.88,1915.28,7999.72,36.35,163.92,2028.22,7862.8,10.8478,306,14.34,8.5287,123
1,199,549.23,1343.17,1118.3,137.88,2211.95,8315.24,41.82,129.48,2388.06,8074.47,9.2917,331,10.66,6.3127,122
1,200,536.75,1253.43,1032.68,175.47,1915.37,8005.25,36.47,164.45,2028.27,7859.86,10.8421,304,14.48,8.6434,121
1,201,641.85,1583.2,1397.76,554.19,2387.98,9049.68,47.0,521.59,2387.91,8139.36,8.3595,391,38.97,23.3957,120
1,202,555.06,1354.17,1109.66,194.44,2222.95,8339.66,41.4,182.51,2388.03,8064.75,9.3025,332,14.65,8.9517,119
1,203,548.94,1353.26,1116.27,137.64,2211.97,8326.18,41.96,129.69,2388.08,8085.69,9.3113,330,10.66,6.3265,118
